結構類型,站間里程,連續里程,備註,座標N值,座標E值,高程_m
高架路段,0+990.0,108+121.567,,2767726.637,272091.805,92.268
高架路段,1+000.0,108+131.567,,2767719.248,272085.067,92.359
高架路段,1+010.0,108+141.567,,2767711.859,272078.329,92.446
高架路段,1+020.0,108+151.567,,2767704.470,272071.590,92.534
高架路段,1+030.0,108+161.567,,2767697.081,272064.852,92.622
高架路段,1+040.0,108+171.567,,2767689.692,272058.114,92.710
高架路段,1+050.0,108+181.567,,2767682.303,272051.376,92.798
高架路段,1+060.0,108+191.567,,2767674.914,272044.638,92.886
高架路段,1+070.0,108+201.567,,2767667.525,272037.899,92.973
高架路段,1+080.0,108+211.567,,2767660.136,272031.161,93.061
高架路段,1+090.0,108+221.567,,2767652.747,272024.423,93.149
高架路段,1+100.0,108+231.567,,2767645.358,272017.685,93.237
高架路段,1+110.0,108+241.567,,2767637.969,272010.947,93.325
高架路段,1+120.0,108+251.567,,2767630.584,272004.204,93.414
高架路段,1+130.0,108+261.567,,2767623.250,271997.407,93.508
高架路段,1+140.0,108+271.567,,2767616.042,271990.475,93.605
高架路段,1+150.0,108+281.567,,2767609.043,271983.334,93.699
高架路段,1+160.0,108+291.567,,2767602.338,271975.916,93.789
高架路段,1+170.0,108+301.567,,2767596.000,271968.182,93.877
高架路段,1+180.0,108+311.567,,2767590.053,271960.143,93.965
高架路段,1+190.0,108+321.567,,2767584.511,271951.821,94.053
高架路段,1+200.0,108+331.567,,2767579.388,271943.234,94.141
高架路段,1+210.0,108+341.567,,2767574.694,271934.405,94.228
高架路段,1+220.0,108+351.567,,2767570.395,271925.378,94.310
高架路段,1+230.0,108+361.567,,2767566.399,271916.211,94.390
高架路段,1+240.0,108+371.567,,2767562.609,271906.957,94.470
高架路段,1+250.0,108+381.567,,2767558.925,271897.660,94.555
高架路段,1+260.0,108+391.567,,2767555.260,271888.356,94.643
高架路段,1+270.0,108+401.567,,2767551.595,271879.052,94.730
高架路段,1+280.0,108+411.567,,2767547.930,271869.748,94.818
高架路段,1+290.0,108+421.567,,2767544.263,271860.444,94.907
高架路段,1+300.0,108+431.567,,2767540.513,271851.174,95.008
高架路段,1+310.0,108+441.567,,2767536.486,271842.022,95.107
高架路段,1+320.0,108+451.567,,2767532.005,271833.084,95.170
高架路段,1+330.0,108+461.567,,2767527.035,271824.408,95.247
高架路段,1+340.0,108+471.567,,2767521.590,271816.021,95.303
高架路段,1+350.0,108+481.567,,2767515.689,271807.950,95.338
高架路段,1+360.0,108+491.567,,2767509.348,271800.218,95.350
高架路段,1+370.0,108+501.567,,2767502.588,271792.851,95.375
高架路段,1+380.0,108+511.567,,2767495.470,271785.828,95.364
高架路段,1+390.0,108+521.567,,2767488.147,271779.019,95.351
高架路段,1+400.0,108+531.567,,2767480.766,271772.272,95.350
高架路段,1+410.0,108+541.567,,2767473.384,271765.527,95.350
高架路段,1+420.0,108+551.567,,2767466.002,271758.781,95.350
高架路段,1+430.0,108+561.567,,2767458.620,271752.035,95.350
高架路段,1+440.0,108+571.567,,2767451.238,271745.289,95.350
高架路段,1+450.0,108+581.567,,2767443.855,271738.544,95.350
高架路段,1+460.0,108+591.567,,2767436.473,271731.798,95.350
高架路段,1+470.0,108+601.567,,2767429.091,271725.052,95.350
高架路段,1+480.0,108+611.567,,2767421.709,271718.306,95.350
高架路段,1+490.0,108+621.567,,2767414.327,271711.561,95.350
高架路段,1+500.0,108+631.567,,2767406.945,271704.815,95.350
高架路段,1+510.0,108+641.567,,2767399.563,271698.069,95.350
高架路段,1+520.0,108+651.567,,2767392.181,271691.323,95.350
高架路段,1+530.0,108+661.567,,2767384.799,271684.578,95.350
高架路段,1+540.0,108+671.567,,2767377.417,271677.832,95.350
高架路段,1+550.0,108+681.567,,2767370.035,271671.086,95.350
高架路段,1+560.0,108+691.567,,2767362.653,271664.340,95.350
高架路段,1+570.0,108+701.567,,2767355.271,271657.595,95.350
高架路段,1+580.0,108+711.567,,2767347.889,271650.849,95.350
高架路段,1+590.0,108+721.567,,2767340.507,271644.103,95.350
高架路段,1+600.0,108+731.567,,2767333.124,271637.357,95.350
高架路段,1+610.0,108+741.567,,2767325.742,271630.612,95.350
高架車站,0+000.0,108+750.167,A18(高鐵桃園站),2767319.394,271624.811,95.350
高架路段,0+010.0,108+760.167,,2767312.012,271618.065,95.350
高架路段,0+020.0,108+770.167,,2767304.630,271611.319,95.350
高架路段,0+030.0,108+780.167,,2767297.248,271604.573,95.350
高架路段,0+040.0,108+790.167,,2767289.866,271597.828,95.350
高架路段,0+050.0,108+800.167,,2767282.484,271591.082,95.350
高架路段,0+060.0,108+810.167,,2767275.102,271584.336,95.350
高架路段,0+070.0,108+820.167,,2767267.720,271577.590,95.350
高架路段,0+080.0,108+830.167,,2767260.338,271570.845,95.350
高架路段,0+090.0,108+840.167,,2767252.956,271564.099,95.350
高架路段,0+100.0,108+850.167,,2767245.574,271557.353,95.350
高架路段,0+110.0,108+860.167,,2767238.191,271550.607,95.350
高架路段,0+120.0,108+870.167,,2767230.809,271543.862,95.350
高架路段,0+130.0,108+880.167,,2767223.427,271537.116,95.350
高架路段,0+140.0,108+890.167,,2767216.045,271530.370,95.350
高架路段,0+150.0,108+900.167,,2767208.663,271523.624,95.350
高架路段,0+160.0,108+910.167,,2767201.281,271516.879,95.350
高架路段,0+170.0,108+920.167,,2767193.899,271510.133,95.350
高架路段,0+180.0,108+930.167,,2767186.517,271503.387,95.350
高架路段,0+190.0,108+940.167,,2767179.135,271496.641,95.350
高架路段,0+200.0,108+950.167,,2767171.753,271489.896,95.350
高架路段,0+210.0,108+960.167,,2767164.371,271483.150,95.350
高架路段,0+220.0,108+970.167,,2767156.983,271476.411,95.354
高架路段,0+230.0,108+980.167,,2767149.546,271469.725,95.368
高架路段,0+240.0,108+990.167,,2767142.005,271463.159,95.382
高架路段,0+250.0,109+000.167,,2767134.304,271456.779,95.390
高架路段,0+260.0,109+010.167,,2767126.403,271450.651,95.390
高架路段,0+270.0,109+020.167,,2767118.294,271444.799,95.388
高架路段,0+280.0,109+030.167,,2767109.989,271439.230,95.377
高架路段,0+290.0,109+040.167,,2767101.496,271433.951,95.356
高架路段,0+300.0,109+050.167,,2767092.827,271428.968,95.325
高架路段,0+310.0,109+060.167,,2767083.991,271424.287,95.286
高架路段,0+320.0,109+070.167,,2767074.999,271419.913,95.246
高架路段,0+330.0,109+080.167,,2767065.861,271415.851,95.206
高架路段,0+340.0,109+090.167,,2767056.589,271412.107,95.166
高架路段,0+350.0,109+100.167,,2767047.196,271408.678,95.121
高架路段,0+360.0,109+110.167,,2767037.713,271405.506,95.068
高架路段,0+370.0,109+120.167,,2767028.171,271402.513,95.013
高架路段,0+380.0,109+130.167,,2767018.600,271399.617,94.965
高架路段,0+390.0,109+140.167,,2767009.022,271396.743,94.925
高架路段,0+400.0,109+150.167,,2766999.444,271393.869,94.885
高架路段,0+410.0,109+160.167,,2766989.869,271390.983,94.850
高架路段,0+420.0,109+170.167,,2766980.318,271388.021,94.823
高架路段,0+430.0,109+180.167,,2766970.817,271384.903,94.798
高架路段,0+440.0,109+190.167,,2766961.395,271381.552,94.764
高架路段,0+450.0,109+200.167,,2766952.085,271377.904,94.724
高架路段,0+460.0,109+210.167,,2766942.901,271373.947,94.683
高架路段,0+470.0,109+220.167,,2766933.855,271369.687,94.643
高架路段,0+480.0,109+230.167,,2766924.955,271365.128,94.603
高架路段,0+490.0,109+240.167,,2766916.213,271360.274,94.563
高架路段,0+500.0,109+250.167,,2766907.637,271355.132,94.523
高架路段,0+510.0,109+260.167,,2766899.237,271349.706,94.482
高架路段,0+520.0,109+270.167,,2766891.022,271344.004,94.442
高架路段,0+530.0,109+280.167,,2766883.002,271338.032,94.402
高架路段,0+540.0,109+290.167,,2766875.185,271331.796,94.360
高架路段,0+550.0,109+300.167,,2766867.552,271325.336,94.309
高架路段,0+560.0,109+310.167,,2766860.056,271318.718,94.254
高架路段,0+570.0,109+320.167,,2766852.644,271312.005,94.203
高架路段,0+580.0,109+330.167,,2766845.261,271305.260,94.161
高架路段,0+590.0,109+340.167,,2766837.879,271298.514,94.121
高架路段,0+600.0,109+350.167,,2766830.498,271291.767,94.101
高架路段,0+610.0,109+360.167,,2766823.117,271285.021,94.121
高架路段,0+620.0,109+370.167,,2766815.735,271278.275,94.181
高架路段,0+630.0,109+380.167,,2766808.354,271271.528,94.282
高架路段,0+640.0,109+390.167,,2766800.972,271264.782,94.422
高架路段,0+650.0,109+400.167,,2766793.591,271258.035,94.602
高架路段,0+660.0,109+410.167,,2766786.209,271251.289,94.802
高架路段,0+670.0,109+420.167,,2766778.828,271244.542,95.002
高架路段,0+680.0,109+430.167,,2766771.446,271237.796,95.202
高架路段,0+690.0,109+440.167,,2766764.065,271231.050,95.402
高架路段,0+700.0,109+450.167,,2766756.684,271224.303,95.602
高架路段,0+710.0,109+460.167,,2766749.302,271217.557,95.802
高架路段,0+720.0,109+470.167,,2766741.921,271210.810,96.002
高架路段,0+730.0,109+480.167,,2766734.539,271204.064,96.202
高架路段,0+740.0,109+490.167,,2766727.158,271197.317,96.402
高架路段,0+750.0,109+500.167,,2766719.776,271190.571,96.602
高架路段,0+760.0,109+510.167,,2766712.395,271183.825,96.802
高架路段,0+770.0,109+520.167,,2766705.013,271177.078,97.002
高架路段,0+780.0,109+530.167,,2766697.632,271170.332,97.202
高架路段,0+790.0,109+540.167,,2766690.251,271163.585,97.394
高架路段,0+800.0,109+550.167,,2766682.869,271156.839,97.571
高架路段,0+810.0,109+560.167,,2766675.488,271150.092,97.733
高架路段,0+820.0,109+570.167,,2766668.106,271143.346,97.880
高架路段,0+830.0,109+580.167,,2766660.725,271136.600,98.012
高架路段,0+840.0,109+590.167,,2766653.343,271129.853,98.128
高架路段,0+850.0,109+600.167,,2766645.962,271123.107,98.229
高架路段,0+860.0,109+610.167,,2766638.580,271116.360,98.315
高架路段,0+870.0,109+620.167,,2766631.199,271109.614,98.393
高架路段,0+880.0,109+630.167,,2766623.818,271102.868,98.472
高架路段,0+890.0,109+640.167,,2766616.436,271096.121,98.551
高架路段,0+900.0,109+650.167,,2766609.055,271089.375,98.629
高架路段,0+910.0,109+660.167,,2766601.673,271082.628,98.708
高架路段,0+920.0,109+670.167,,2766594.292,271075.882,98.786
高架路段,0+930.0,109+680.167,,2766586.910,271069.135,98.865
高架路段,0+940.0,109+690.167,,2766579.529,271062.389,98.944
高架路段,0+950.0,109+700.167,,2766572.147,271055.643,99.022
高架路段,0+960.0,109+710.167,,2766564.766,271048.896,99.101
高架路段,0+970.0,109+720.167,,2766557.384,271042.150,99.179
高架路段,0+980.0,109+730.167,,2766550.003,271035.403,99.258
高架路段,0+990.0,109+740.167,,2766542.622,271028.657,99.337
高架路段,1+000.0,109+750.167,,2766535.240,271021.911,99.415
高架路段,1+010.0,109+760.167,,2766527.858,271015.165,99.494
高架路段,1+020.0,109+770.167,,2766520.469,271008.426,99.572
高架路段,1+030.0,109+780.167,,2766513.084,271001.684,99.651
高架路段,1+040.0,109+790.167,,2766505.699,270994.942,99.730
高架路段,1+050.0,109+800.167,,2766498.313,270988.200,99.808
高架路段,1+060.0,109+810.167,,2766490.928,270981.458,99.887
高架路段,1+070.0,109+820.167,,2766483.542,270974.716,99.965
高架路段,1+080.0,109+830.167,,2766476.157,270967.974,100.044
高架路段,1+090.0,109+840.167,,2766468.772,270961.232,100.123
高架路段,1+100.0,109+850.167,,2766461.386,270954.490,100.201
高架路段,1+110.0,109+860.167,,2766454.001,270947.747,100.280
高架路段,1+120.0,109+870.167,,2766446.615,270941.005,100.358
高架路段,1+130.0,109+880.167,,2766439.230,270934.263,100.437
高架路段,1+140.0,109+890.167,,2766431.844,270927.521,100.516
高架路段,1+150.0,109+900.167,,2766424.459,270920.779,100.594
高架路段,1+160.0,109+910.167,,2766417.074,270914.037,100.673
高架路段,1+170.0,109+920.167,,2766409.688,270907.295,100.751
高架路段,1+180.0,109+930.167,,2766402.303,270900.553,100.830
高架路段,1+190.0,109+940.167,,2766394.917,270893.811,100.909
高架路段,1+200.0,109+950.167,,2766387.532,270887.069,100.987
高架路段,1+210.0,109+960.167,,2766380.147,270880.327,101.066
高架路段,1+220.0,109+970.167,,2766372.761,270873.584,101.144
高架路段,1+230.0,109+980.167,,2766365.376,270866.842,101.223
高架路段,1+240.0,109+990.167,,2766357.990,270860.100,101.302
高架路段,1+250.0,110+000.167,,2766350.605,270853.358,101.380
高架路段,1+260.0,110+010.167,,2766343.220,270846.616,101.459
高架路段,1+270.0,110+020.167,,2766335.834,270839.874,101.537
高架路段,1+280.0,110+030.167,,2766328.449,270833.132,101.616
高架路段,1+290.0,110+040.167,,2766321.063,270826.390,101.695
高架路段,1+300.0,110+050.167,,2766313.678,270819.648,101.773
高架路段,1+310.0,110+060.167,,2766306.293,270812.906,101.852
高架路段,1+320.0,110+070.167,,2766298.907,270806.164,101.930
高架路段,1+330.0,110+080.167,,2766291.522,270799.422,102.009
高架路段,1+340.0,110+090.167,,2766284.136,270792.679,102.088
高架路段,1+350.0,110+100.167,,2766276.751,270785.937,102.166
高架路段,1+360.0,110+110.167,,2766269.366,270779.195,102.245
高架路段,1+370.0,110+120.167,,2766261.980,270772.453,102.323
高架路段,1+380.0,110+130.167,,2766254.595,270765.711,102.403
高架路段,1+390.0,110+140.167,,2766247.209,270758.969,102.471
高架路段,1+400.0,110+150.167,,2766239.824,270752.227,102.520
高架路段,1+410.0,110+160.167,,2766232.438,270745.485,102.550
高架路段,1+420.0,110+170.167,,2766225.053,270738.743,102.560
高架路段,1+430.0,110+180.167,,2766217.668,270732.001,102.560
高架路段,1+440.0,110+190.167,,2766210.282,270725.259,102.560
高架路段,1+450.0,110+200.167,,2766202.897,270718.516,102.560
高架路段,1+460.0,110+210.167,,2766195.511,270711.774,102.560
高架路段,1+470.0,110+220.167,,2766188.126,270705.032,102.560
高架路段,1+480.0,110+230.167,,2766180.741,270698.290,102.560
高架路段,1+490.0,110+240.167,,2766173.355,270691.548,102.560
高架路段,1+500.0,110+250.167,,2766165.970,270684.806,102.560
高架路段,1+510.0,110+260.167,,2766158.584,270678.064,102.560
高架路段,1+520.0,110+270.167,,2766151.199,270671.322,102.560
高架路段,1+530.0,110+280.167,,2766143.814,270664.580,102.560
高架路段,1+540.0,110+290.167,,2766136.428,270657.838,102.560
高架路段,1+550.0,110+300.167,,2766129.043,270651.096,102.560
高架路段,1+560.0,110+310.167,,2766121.657,270644.354,102.560
高架路段,1+570.0,110+320.167,,2766114.272,270637.611,102.560
高架路段,1+580.0,110+330.167,,2766106.887,270630.869,102.560
高架路段,1+590.0,110+340.167,,2766099.501,270624.127,102.560
高架路段,1+600.0,110+350.167,,2766092.116,270617.385,102.560
高架路段,1+610.0,110+360.167,,2766084.730,270610.643,102.560
高架路段,1+620.0,110+370.167,,2766077.345,270603.901,102.560
高架路段,1+630.0,110+380.167,,2766069.959,270597.159,102.560
高架路段,1+640.0,110+390.167,,2766062.574,270590.417,102.560
高架路段,1+650.0,110+400.167,,2766055.189,270583.675,102.560
高架路段,1+660.0,110+410.167,,2766047.803,270576.933,102.560
高架路段,1+670.0,110+420.167,,2766040.418,270570.191,102.560
高架路段,1+680.0,110+430.167,,2766033.032,270563.448,102.560
高架路段,1+690.0,110+440.167,,2766025.647,270556.706,102.560
高架路段,1+700.0,110+450.167,,2766018.262,270549.964,102.560
高架路段,1+710.0,110+460.167,,2766010.876,270543.222,102.560
高架路段,1+720.0,110+470.167,,2766003.491,270536.480,102.560
高架路段,1+730.0,110+480.167,,2765996.105,270529.738,102.560
高架車站,0+000.0,110+488.555,A19(桃園體育園區站),2765989.910,270524.083,102.556
高架路段,0+010.0,110+498.555,,2765982.525,270517.340,102.556
高架路段,0+020.0,110+508.555,,2765975.139,270510.598,102.556
高架路段,0+030.0,110+518.555,,2765967.754,270503.856,102.556
高架路段,0+040.0,110+528.555,,2765960.369,270497.114,102.556
高架路段,0+050.0,110+538.555,,2765952.983,270490.372,102.556
高架路段,0+060.0,110+548.555,,2765945.598,270483.630,102.556
高架路段,0+070.0,110+558.555,,2765938.212,270476.888,102.556
高架路段,0+080.0,110+568.555,,2765930.827,270470.146,102.556
高架路段,0+090.0,110+578.555,,2765923.442,270463.404,102.560
高架路段,0+100.0,110+588.555,,2765916.056,270456.662,102.567
高架路段,0+110.0,110+598.555,,2765908.671,270449.920,102.577
高架路段,0+120.0,110+608.555,,2765901.285,270443.177,102.591
高架路段,0+130.0,110+618.555,,2765893.900,270436.435,102.605
高架路段,0+140.0,110+628.555,,2765886.515,270429.693,102.619
高架路段,0+150.0,110+638.555,,2765879.129,270422.951,102.633
高架路段,0+160.0,110+648.555,,2765871.704,270416.253,102.658
高架路段,0+170.0,110+658.555,,2765864.036,270409.837,102.683
高架路段,0+180.0,110+668.555,,2765855.938,270403.973,102.675
高架路段,0+190.0,110+678.555,,2765847.414,270398.749,102.689
高架路段,0+200.0,110+688.555,,2765838.514,270394.196,102.703
高架路段,0+210.0,110+698.555,,2765829.290,270390.340,102.717
高架路段,0+220.0,110+708.555,,2765819.797,270387.204,102.731
高架路段,0+230.0,110+718.555,,2765810.091,270384.807,102.745
高架路段,0+240.0,110+728.555,,2765800.229,270383.163,102.759
高架路段,0+250.0,110+738.555,,2765790.271,270382.281,102.773
高架路段,0+260.0,110+748.555,,2765780.274,270382.168,102.787
高架路段,0+270.0,110+758.555,,2765770.298,270382.822,102.822
高架路段,0+280.0,110+768.555,,2765760.382,270384.112,102.822
高架路段,0+290.0,110+778.555,,2765750.506,270385.682,102.829
高架路段,0+300.0,110+788.555,,2765740.634,270387.276,102.843
高架路段,0+310.0,110+798.555,,2765730.764,270388.881,102.863
高架路段,0+320.0,110+808.555,,2765720.912,270390.593,102.890
高架路段,0+330.0,110+818.555,,2765711.104,270392.543,102.905
高架路段,0+340.0,110+828.555,,2765701.356,270394.771,102.919
高架路段,0+350.0,110+838.555,,2765691.675,270397.278,102.933
高架路段,0+360.0,110+848.555,,2765682.070,270400.059,102.947
高架路段,0+370.0,110+858.555,,2765672.549,270403.114,102.961
高架路段,0+380.0,110+868.555,,2765663.118,270406.440,102.975
高架路段,0+390.0,110+878.555,,2765653.787,270410.034,102.989
高架路段,0+400.0,110+888.555,,2765644.562,270413.893,103.003
高架路段,0+410.0,110+898.555,,2765635.451,270418.014,103.017
高架路段,0+420.0,110+908.555,,2765626.461,270422.393,103.031
高架路段,0+430.0,110+918.555,,2765617.600,270427.028,103.045
高架路段,0+440.0,110+928.555,,2765608.875,270431.914,103.059
高架路段,0+450.0,110+938.555,,2765600.294,270437.047,103.073
高架路段,0+460.0,110+948.555,,2765591.862,270442.423,103.087
高架路段,0+470.0,110+958.555,,2765583.588,270448.037,103.101
高架路段,0+480.0,110+968.555,,2765575.476,270453.885,103.113
高架路段,0+490.0,110+978.555,,2765567.494,270459.908,103.113
高架路段,0+500.0,110+988.555,,2765559.562,270465.998,103.123
高架路段,0+510.0,110+998.555,,2765551.632,270472.091,103.137
高架路段,0+520.0,111+008.555,,2765543.703,270478.184,103.157
高架路段,0+530.0,111+018.555,,2765535.773,270484.277,103.194
高架路段,0+540.0,111+028.555,,2765527.844,270490.369,103.251
高架路段,0+550.0,111+038.555,,2765519.914,270496.462,103.322
高架路段,0+560.0,111+048.555,,2765511.985,270502.555,103.395
高架路段,0+570.0,111+058.555,,2765504.048,270508.638,103.476
高架路段,0+580.0,111+068.555,,2765496.085,270514.688,103.563
高架路段,0+590.0,111+078.555,,2765488.079,270520.680,103.647
高架路段,0+600.0,111+088.555,,2765480.011,270526.588,103.721
高架路段,0+610.0,111+098.555,,2765471.870,270532.395,103.793
高架路段,0+620.0,111+108.555,,2765463.658,270538.101,103.865
高架路段,0+630.0,111+118.555,,2765455.375,270543.703,103.937
高架路段,0+640.0,111+128.555,,2765447.022,270549.202,104.009
高架路段,0+650.0,111+138.555,,2765438.601,270554.596,104.081
高架路段,0+660.0,111+148.555,,2765430.114,270559.884,104.153
高架路段,0+670.0,111+158.555,,2765421.561,270565.065,104.224
高架路段,0+680.0,111+168.555,,2765412.944,270570.139,104.296
高架路段,0+690.0,111+178.555,,2765404.265,270575.105,104.368
高架路段,0+700.0,111+188.555,,2765395.524,270579.962,104.440
高架路段,0+710.0,111+198.555,,2765386.722,270584.710,104.512
高架路段,0+720.0,111+208.555,,2765377.863,270589.347,104.584
高架路段,0+730.0,111+218.555,,2765368.946,270593.873,104.656
高架路段,0+740.0,111+228.555,,2765359.973,270598.288,104.727
高架路段,0+750.0,111+238.555,,2765350.950,270602.600,104.790
高架路段,0+760.0,111+248.555,,2765341.892,270606.836,104.846
高架路段,0+770.0,111+258.555,,2765332.811,270611.024,104.906
高架路段,0+780.0,111+268.555,,2765323.721,270615.192,104.975
高架路段,0+790.0,111+278.555,,2765314.630,270619.358,105.047
高架路段,0+800.0,111+288.555,,2765305.540,270623.524,105.118
高架路段,0+810.0,111+298.555,,2765296.449,270627.691,105.190
高架路段,0+820.0,111+308.555,,2765287.358,270631.857,105.262
高架路段,0+830.0,111+318.555,,2765278.267,270636.024,105.334
高架路段,0+840.0,111+328.555,,2765269.177,270640.190,105.406
高架路段,0+850.0,111+338.555,,2765260.086,270644.357,105.478
高架路段,0+860.0,111+348.555,,2765250.995,270648.523,105.550
高架路段,0+870.0,111+358.555,,2765241.905,270652.689,105.621
高架路段,0+880.0,111+368.555,,2765232.814,270656.856,105.693
高架路段,0+890.0,111+378.555,,2765223.723,270661.022,105.765
高架路段,0+900.0,111+388.555,,2765214.633,270665.189,105.837
高架路段,0+910.0,111+398.555,,2765205.542,270669.355,105.909
高架路段,0+920.0,111+408.555,,2765196.451,270673.522,105.981
高架路段,0+930.0,111+418.555,,2765187.360,270677.688,106.053
高架路段,0+940.0,111+428.555,,2765178.270,270681.854,106.124
高架路段,0+950.0,111+438.555,,2765169.179,270686.021,106.196
高架路段,0+960.0,111+448.555,,2765160.088,270690.187,106.268
高架路段,0+970.0,111+458.555,,2765150.998,270694.354,106.340
高架路段,0+980.0,111+468.555,,2765141.907,270698.520,106.412
高架路段,0+990.0,111+478.555,,2765132.816,270702.687,106.484
高架路段,1+000.0,111+488.555,,2765123.726,270706.853,106.555
高架路段,1+010.0,111+498.555,,2765114.635,270711.019,106.627
高架路段,1+020.0,111+508.555,,2765105.544,270715.186,106.699
高架路段,1+030.0,111+518.555,,2765096.453,270719.352,106.771
高架路段,1+040.0,111+528.555,,2765087.363,270723.519,106.843
高架路段,1+050.0,111+538.555,,2765078.272,270727.685,106.915
高架路段,1+060.0,111+548.555,,2765069.181,270731.852,106.987
高架路段,1+070.0,111+558.555,,2765060.091,270736.018,107.058
高架路段,1+080.0,111+568.555,,2765051.000,270740.184,107.130
高架路段,1+090.0,111+578.555,,2765041.909,270744.351,107.202
高架路段,1+100.0,111+588.555,,2765032.818,270748.517,107.274
高架路段,1+110.0,111+598.555,,2765023.728,270752.684,107.346
高架路段,1+120.0,111+608.555,,2765014.637,270756.850,107.418
高架路段,1+130.0,111+618.555,,2765005.546,270761.017,107.490
高架路段,1+140.0,111+628.555,,2764996.456,270765.183,107.561
高架路段,1+150.0,111+638.555,,2764987.371,270769.362,107.633
高架路段,1+160.0,111+648.555,,2764978.294,270773.558,107.705
高架路段,1+170.0,111+658.555,,2764969.225,270777.773,107.777
高架路段,1+180.0,111+668.555,,2764960.165,270782.006,107.849
高架路段,1+190.0,111+678.555,,2764951.114,270786.257,107.921
高架路段,1+200.0,111+688.555,,2764942.071,270790.526,107.992
高架路段,1+210.0,111+698.555,,2764933.037,270794.813,108.064
高架路段,1+220.0,111+708.555,,2764924.011,270799.118,108.136
高架路段,1+230.0,111+718.555,,2764914.994,270803.442,108.208
高架路段,1+240.0,111+728.555,,2764905.985,270807.783,108.280
高架路段,1+250.0,111+738.555,,2764896.985,270812.142,108.352
高架路段,1+260.0,111+748.555,,2764887.994,270816.519,108.424
高架路段,1+270.0,111+758.555,,2764879.012,270820.915,108.495
高架路段,1+280.0,111+768.555,,2764870.038,270825.328,108.567
高架路段,1+290.0,111+778.555,,2764861.069,270829.750,108.639
高架路段,1+300.0,111+788.555,,2764852.100,270834.171,108.711
高架路段,1+310.0,111+798.555,,2764843.131,270838.593,108.783
高架路段,1+320.0,111+808.555,,2764834.161,270843.015,108.855
高架路段,1+330.0,111+818.555,,2764825.192,270847.437,108.927
高架路段,1+340.0,111+828.555,,2764816.223,270851.859,108.998
高架路段,1+350.0,111+838.555,,2764807.254,270856.280,109.070
高架路段,1+360.0,111+848.555,,2764798.284,270860.702,109.142
高架路段,1+370.0,111+858.555,,2764789.315,270865.124,109.214
高架路段,1+380.0,111+868.555,,2764780.346,270869.546,109.286
高架路段,1+390.0,111+878.555,,2764771.376,270873.967,109.358
高架路段,1+400.0,111+888.555,,2764762.407,270878.389,109.429
高架路段,1+410.0,111+898.555,,2764753.438,270882.811,109.501
高架路段,1+420.0,111+908.555,,2764744.469,270887.233,109.573
高架路段,1+430.0,111+918.555,,2764735.500,270891.656,109.646
高架路段,1+440.0,111+928.555,,2764726.538,270896.092,109.721
高架路段,1+450.0,111+938.555,,2764717.592,270900.562,109.800
高架路段,1+460.0,111+948.555,,2764708.674,270905.085,109.880
高架路段,1+470.0,111+958.555,,2764699.793,270909.681,109.962
高架路段,1+480.0,111+968.555,,2764690.960,270914.369,110.043
高架路段,1+490.0,111+978.555,,2764682.186,270919.168,110.123
高架路段,1+500.0,111+988.555,,2764673.485,270924.096,110.200
高架路段,1+510.0,111+998.555,,2764664.870,270929.173,110.275
高架路段,1+520.0,112+008.555,,2764656.353,270934.413,110.347
高架路段,1+530.0,112+018.555,,2764647.943,270939.823,110.419
高架路段,1+540.0,112+028.555,,2764639.643,270945.400,110.490
高架路段,1+550.0,112+038.555,,2764631.456,270951.142,110.562
高架路段,1+560.0,112+048.555,,2764623.385,270957.046,110.634
高架路段,1+570.0,112+058.555,,2764615.434,270963.111,110.706
高架路段,1+580.0,112+068.555,,2764607.606,270969.333,110.778
高架路段,1+590.0,112+078.555,,2764599.904,270975.711,110.850
高架路段,1+600.0,112+088.555,,2764592.331,270982.242,110.921
高架路段,1+610.0,112+098.555,,2764584.890,270988.922,110.993
高架路段,1+620.0,112+108.555,,2764577.585,270995.750,111.065
高架路段,1+630.0,112+118.555,,2764570.417,271002.723,111.137
高架路段,1+640.0,112+128.555,,2764563.390,271009.838,111.209
高架路段,1+650.0,112+138.555,,2764556.507,271017.092,111.281
高架路段,1+660.0,112+148.555,,2764549.770,271024.482,111.353
高架路段,1+670.0,112+158.555,,2764543.183,271032.005,111.424
高架路段,1+680.0,112+168.555,,2764536.747,271039.659,111.496
高架路段,1+690.0,112+178.555,,2764530.465,271047.439,111.568
高架路段,1+700.0,112+188.555,,2764524.341,271055.344,111.640
高架路段,1+710.0,112+198.555,,2764518.375,271063.370,111.712
高架路段,1+720.0,112+208.555,,2764512.571,271071.513,111.783
高架路段,1+730.0,112+218.555,,2764506.917,271079.761,111.851
高架路段,1+740.0,112+228.555,,2764501.399,271088.100,111.916
高架路段,1+750.0,112+238.555,,2764495.998,271096.516,111.979
高架路段,1+760.0,112+248.555,,2764490.696,271104.995,112.042
高架路段,1+770.0,112+258.555,,2764485.476,271113.524,112.104
高架路段,1+780.0,112+268.555,,2764480.318,271122.092,112.168
高架路段,1+790.0,112+278.555,,2764475.205,271130.685,112.234
高架路段,1+800.0,112+288.555,,2764470.117,271139.294,112.304
高架路段,1+810.0,112+298.555,,2764465.035,271147.907,112.375
高架路段,1+820.0,112+308.555,,2764459.954,271156.520,112.464
高架路段,1+830.0,112+318.555,,2764454.873,271165.132,112.590
高架路段,1+840.0,112+328.555,,2764449.791,271173.745,112.756
